32 0.414665 1000 0.168 0.223 0.609 168
32 1.06507 2000 0.107 0.2255 0.6675 46
32 1.77534 3000 0.0816667 0.217667 0.700667 31
32 2.53162 4000 0.06775 0.21075 0.7215 26
32 3.29407 5000 0.0588 0.2068 0.7344 23
32 4.0753 6000 0.0523333 0.2025 0.745167 20
32 4.91123 7000 0.048 0.199714 0.752286 22
32 5.70285 8000 0.04475 0.195625 0.759625 22
32 6.51798 9000 0.0414444 0.193333 0.765222 15
32 7.3199 10000 0.0398 0.1901 0.7701 25
32 8.13694 11000 0.0375455 0.188545 0.773909 15
32 8.97357 12000 0.036 0.18725 0.77675 19
32 9.7839 13000 0.0346923 0.185615 0.779692 19
32 10.5788 14000 0.0334286 0.184 0.782571 17
32 11.4086 15000 0.0324667 0.183 0.784533 19
32 12.1947 16000 0.0315625 0.181562 0.786875 18
32 13.0464 17000 0.0304706 0.181471 0.788059 13
32 13.8936 18000 0.0296111 0.181222 0.789167 15
32 14.7278 19000 0.0288947 0.180789 0.790316 16
32 15.5533 20000 0.02855 0.18 0.79145 22
32 16.3962 21000 0.0279048 0.17981 0.792286 15
32 17.2085 22000 0.0273182 0.179318 0.793364 15
32 18.0601 23000 0.0268261 0.179217 0.793957 16
32 18.8812 24000 0.02625 0.178958 0.794792 13
32 19.7198 25000 0.026 0.17864 0.79536 20
32 20.5321 26000 0.0256923 0.178154 0.796154 18
32 21.3445 27000 0.0252593 0.177815 0.796926 14
32 22.1699 28000 0.0250714 0.177464 0.797464 20
32 22.9822 29000 0.0249655 0.176897 0.798138 22
32 23.7771 30000 0.0247667 0.176367 0.798867 19
32 24.5982 31000 0.0245806 0.176065 0.799355 19
32 25.3974 32000 0.0243438 0.175687 0.799969 17
32 26.2272 33000 0.0241212 0.175545 0.800333 17
32 27.0571 34000 0.0238529 0.175471 0.800676 15
32 27.865 35000 0.0238286 0.175029 0.801143 23
32 28.7123 36000 0.0235833 0.175111 0.801306 15
32 29.5203 37000 0.0232703 0.174973 0.801757 12
32 30.3676 38000 0.0231579 0.174921 0.801921 19
32 31.2061 39000 0.0228205 0.175077 0.802103 10
32 32.0359 40000 0.022625 0.175 0.802375 15
32 32.8701 41000 0.0224634 0.174951 0.802585 16
32 33.6868 42000 0.0223571 0.174762 0.802881 18
