70 0.131201 1000 0.407 0.098 0.495 407
70 0.261201 2000 0.404 0.099 0.497 401
70 0.394831 3000 0.406667 0.1 0.493333 412
70 0.527251 4000 0.40625 0.10125 0.4925 405
70 0.659187 5000 0.4064 0.1012 0.4924 407
70 0.790397 6000 0.406333 0.100833 0.492833 406
70 0.923059 7000 0.405714 0.102 0.492286 402
70 1.05669 8000 0.406 0.102625 0.491375 408
70 1.18935 9000 0.406444 0.102556 0.491 410
70 1.32032 10000 0.406 0.1024 0.4916 402
70 1.45201 11000 0.406455 0.101818 0.491727 411
70 1.58322 12000 0.40675 0.101333 0.491917 410
70 1.7154 13000 0.406385 0.101769 0.491846 402
70 1.84734 14000 0.406214 0.101929 0.491857 404
70 1.97758 15000 0.4054 0.102267 0.492333 394
70 2.10927 16000 0.40525 0.102375 0.492375 403
70 2.24121 17000 0.403706 0.103941 0.492353 379
70 2.37411 18000 0.403833 0.104 0.492167 406
70 2.50605 19000 0.403368 0.104474 0.492158 395
70 2.63629 20000 0.4031 0.1044 0.4925 398
70 2.76944 21000 0.402952 0.10481 0.492238 400
70 2.90016 22000 0.403227 0.104318 0.492455 409
70 3.02944 23000 0.403826 0.103304 0.49287 417
70 3.15847 24000 0.403792 0.102875 0.493333 403
70 3.29089 25000 0.40452 0.10228 0.4932 422
70 3.42234 26000 0.404231 0.1025 0.493269 397
70 3.55355 27000 0.404889 0.101815 0.493296 422
70 3.68452 28000 0.404571 0.102 0.493429 396
70 3.81645 29000 0.404931 0.101724 0.493345 415
70 3.94936 30000 0.404767 0.102033 0.4932 400
70 4.08347 31000 0.404548 0.102581 0.492871 398
70 4.21468 32000 0.405031 0.102063 0.492906 420
70 4.34613 33000 0.404879 0.102152 0.49297 400
70 4.4788 34000 0.404794 0.102382 0.492824 402
70 4.61146 35000 0.404971 0.102286 0.492743 411
70 4.74218 36000 0.405528 0.101639 0.492833 425
70 4.87339 37000 0.405432 0.101649 0.492919 402
70 5.00339 38000 0.4055 0.101421 0.493079 408
70 5.13775 39000 0.405564 0.101641 0.492795 408
70 5.27114 40000 0.405475 0.1019 0.492625 402
70 5.39969 41000 0.405293 0.101756 0.492951 398
70 5.53041 42000 0.405238 0.10169 0.493071 403
70 5.66259 43000 0.405163 0.101814 0.493023 402
70 5.79332 44000 0.404841 0.102068 0.493091 391
70 5.92646 45000 0.404756 0.102267 0.492978 401
70 6.0584 46000 0.404761 0.102304 0.492935 405
70 6.19033 47000 0.404787 0.102298 0.492915 406
70 6.32275 48000 0.404792 0.102333 0.492875 405
70 6.4559 49000 0.404612 0.102653 0.492735 396
70 6.58832 50000 0.40476 0.10254 0.4927 412
70 6.71977 51000 0.404765 0.102529 0.492706 405
70 6.85292 52000 0.404538 0.102846 0.492615 393
70 6.98461 53000 0.404642 0.102755 0.492604 410
70 7.11534 54000 0.404667 0.10263 0.492704 406
70 7.24727 55000 0.404855 0.102473 0.492673 415
70 7.37824 56000 0.404982 0.102268 0.49275 412
70 7.51187 57000 0.404895 0.102509 0.492596 400
70 7.64284 58000 0.405155 0.102172 0.492672 420
70 7.77453 59000 0.40539 0.101949 0.492661 419
70 7.90526 60000 0.405233 0.102017 0.49275 396
70 8.0355 61000 0.405361 0.101787 0.492852 413
70 8.16599 62000 0.405532 0.101532 0.492935 416
70 8.29695 63000 0.405651 0.101381 0.492968 413
70 8.42937 64000 0.4055 0.101562 0.492937 396
70 8.56276 65000 0.405631 0.101554 0.492815 414
70 8.69712 66000 0.405636 0.101712 0.492652 406
70 8.82857 67000 0.405537 0.101791 0.492672 399
70 8.96123 68000 0.405588 0.101794 0.492618 409
