70 0.864477 1000 0.127 0.332 0.541
70 2.0054 2000 0.067 0.3455 0.5875
70 3.16948 3000 0.0473333 0.345667 0.607
70 4.28281 4000 0.03725 0.33975 0.623
70 5.44711 5000 0.0308 0.3362 0.633
70 6.5872 6000 0.0261667 0.331333 0.6425
70 7.76199 7000 0.0224286 0.329 0.648571
70 8.93018 8000 0.019625 0.32725 0.653125
70 10.1193 9000 0.0174444 0.326444 0.656111
70 11.3007 10000 0.0157 0.3256 0.6587
70 12.4778 11000 0.0142727 0.324909 0.660818
70 13.6613 12000 0.0130833 0.324333 0.662583
70 14.8351 13000 0.0120769 0.323692 0.664231
70 16.0056 14000 0.0112143 0.323071 0.665714
70 17.1805 15000 0.0104667 0.322733 0.6668
70 18.3488 16000 0.0098125 0.32225 0.667937
70 19.5007 17000 0.00923529 0.321529 0.669235
70 20.6799 18000 0.00872222 0.321333 0.669944
70 21.8568 19000 0.00826316 0.321053 0.670684
70 23.0405 20000 0.00785 0.321 0.67115
70 24.2231 21000 0.00747619 0.320857 0.671667
70 25.4001 22000 0.00713636 0.320682 0.672182
70 26.5792 23000 0.00682609 0.320522 0.672652
70 27.7518 24000 0.00654167 0.320292 0.673167
70 28.9235 25000 0.00628 0.32016 0.67356
70 30.0918 26000 0.00603846 0.32 0.673962
70 31.2557 27000 0.00581481 0.319778 0.674407
70 32.4218 28000 0.00560714 0.319571 0.674821
70 33.6 29000 0.00541379 0.319483 0.675103
70 34.7748 30000 0.00523333 0.319367 0.6754
70 35.9584 31000 0.00506452 0.319355 0.675581
70 37.1442 32000 0.00490625 0.319344 0.67575
70 38.3223 33000 0.00475758 0.319273 0.67597
70 39.4972 34000 0.00461765 0.319206 0.676176
70 40.6697 35000 0.00448571 0.319086 0.676429
70 41.8403 36000 0.00436111 0.319028 0.676611
70 43.0141 37000 0.00424324 0.318973 0.676784
70 44.1649 38000 0.00413158 0.318763 0.677105
70 45.3397 39000 0.00402564 0.318667 0.677308
70 46.5079 40000 0.003925 0.318575 0.6775
70 47.6971 41000 0.00382927 0.31861 0.677561
70 48.8785 42000 0.0037381 0.318595 0.677667
70 50.0555 43000 0.00365116 0.318581 0.677767
70 51.239 44000 0.00356818 0.318568 0.677864
70 52.4129 45000 0.00348889 0.318511 0.678
70 53.5833 46000 0.00341304 0.318435 0.678152
70 54.7582 47000 0.00334043 0.318426 0.678234
70 55.9265 48000 0.00327083 0.318354 0.678375
70 57.0784 49000 0.00320408 0.318184 0.678612
70 58.2577 50000 0.00314 0.31818 0.67868
70 59.4346 51000 0.00307843 0.318137 0.678784
70 60.6182 52000 0.00301923 0.318173 0.678808
70 61.8008 53000 0.00296226 0.31817 0.678868
70 62.9778 54000 0.00290741 0.318148 0.678944
70 64.157 55000 0.00285455 0.318127 0.679018
70 65.3295 56000 0.00280357 0.318071 0.679125
70 66.5013 57000 0.00275439 0.318053 0.679193
70 67.6696 58000 0.0027069 0.318017 0.679276
70 68.8335 59000 0.00266102 0.317949 0.67939
70 69.9995 60000 0.00261667 0.317883 0.6795
70 71.1777 61000 0.00257377 0.317869 0.679557
70 72.3525 62000 0.00253226 0.317839 0.679629
70 73.5362 63000 0.00249206 0.317857 0.679651
70 74.7219 64000 0.00245313 0.317875 0.679672
70 75.9 65000 0.00241538 0.317862 0.679723
70 77.0749 66000 0.00237879 0.317848 0.679773
70 78.2475 67000 0.00234328 0.317806 0.679851
70 79.418 68000 0.00230882 0.317794 0.679897
70 80.5919 69000 0.00227536 0.317783 0.679942
70 81.7427 70000 0.00224286 0.317686 0.680071
70 82.9175 71000 0.00221127 0.317648 0.680141
70 84.0857 72000 0.00218056 0.317611 0.680208
70 85.2748 73000 0.00215068 0.317644 0.680205
70 86.4562 74000 0.00212162 0.317649 0.68023
70 87.6333 75000 0.00209333 0.317653 0.680253
70 88.8168 76000 0.00206579 0.317658 0.680276
70 89.9906 77000 0.00203896 0.317636 0.680325
70 91.1611 78000 0.00201282 0.317603 0.680385
70 92.336 79000 0.00198734 0.317608 0.680405
70 93.5043 80000 0.0019625 0.317575 0.680462
70 94.6562 81000 0.00193827 0.317481 0.68058
70 95.8354 82000 0.00191463 0.317488 0.680598
70 97.0123 83000 0.00189157 0.31747 0.680639
70 98.196 84000 0.00186905 0.3175 0.680631
70 99.3786 85000 0.00184706 0.317506 0.680647
70 100.556 86000 0.00182558 0.3175 0.680674
70 101.735 87000 0.0018046 0.317494 0.680701
70 102.907 88000 0.00178409 0.317466 0.68075
70 104.079 89000 0.00176404 0.317461 0.680775
70 105.247 90000 0.00174444 0.317444 0.680811
70 106.411 91000 0.00172527 0.317407 0.680868
70 107.577 92000 0.00170652 0.31737 0.680924
70 108.755 93000 0.00168817 0.317366 0.680946
70 109.93 94000 0.00167021 0.317351 0.680979
70 111.114 95000 0.00165263 0.317368 0.680979
70 112.3 96000 0.00163542 0.317385 0.680979
70 113.478 97000 0.00161856 0.317381 0.681
70 114.653 98000 0.00160204 0.317378 0.68102
70 115.825 99000 0.00158586 0.317354 0.681061
70 116.996 100000 0.00157 0.31735 0.68108
70 118.17 101000 0.00155446 0.317347 0.681099
70 119.32 102000 0.00153922 0.317284 0.681176
70 120.495 103000 0.00152427 0.317262 0.681214
70 121.663 104000 0.00150962 0.31724 0.68125
70 122.853 105000 0.00149524 0.317267 0.681238
70 124.034 106000 0.00148113 0.317274 0.681245
70 125.211 107000 0.00146729 0.31728 0.681252
70 126.395 108000 0.0014537 0.317287 0.681259
70 127.568 109000 0.00144037 0.317275 0.681284
70 128.739 110000 0.00142727 0.317255 0.681318
70 129.914 111000 0.00141441 0.317261 0.681324
70 131.082 112000 0.00140179 0.317241 0.681357
70 132.234 113000 0.00138938 0.317177 0.681434
70 133.413 114000 0.00137719 0.317184 0.681439
70 134.59 115000 0.00136522 0.317174 0.681461
70 135.774 116000 0.00135345 0.317198 0.681448
70 136.956 117000 0.00134188 0.317205 0.681453
70 138.133 118000 0.00133051 0.317203 0.681466
70 139.312 119000 0.00131933 0.317202 0.681479
70 140.485 120000 0.00130833 0.317183 0.681508
70 141.657 121000 0.00129752 0.317182 0.681521
70 142.825 122000 0.00128689 0.317172 0.681541
70 143.989 123000 0.00127642 0.317146 0.681577
70 145.155 124000 0.00126613 0.317121 0.681613
70 146.333 125000 0.001256 0.31712 0.681624
70 147.508 126000 0.00124603 0.317111 0.681643
70 148.692 127000 0.00123622 0.317126 0.681638
70 149.877 128000 0.00122656 0.317141 0.681633
70 151.056 129000 0.00121705 0.31714 0.681643
70 152.23 130000 0.00120769 0.317138 0.681654
70 153.403 131000 0.00119847 0.317122 0.681679
70 154.574 132000 0.00118939 0.317121 0.681689
70 155.747 133000 0.00118045 0.31712 0.681699
70 156.898 134000 0.00117164 0.317075 0.681754
70 158.073 135000 0.00116296 0.317059 0.681778
70 159.241 136000 0.00115441 0.317044 0.681801
70 160.43 137000 0.00114599 0.317066 0.681788
70 161.612 138000 0.00113768 0.317072 0.68179
70 162.789 139000 0.0011295 0.317079 0.681791
70 163.972 140000 0.00112143 0.317086 0.681793
70 165.146 141000 0.00111348 0.317078 0.681809
70 166.317 142000 0.00110563 0.317063 0.681831
70 167.491 143000 0.0010979 0.31707 0.681832
70 168.66 144000 0.00109028 0.317056 0.681854
70 169.812 145000 0.00108276 0.317007 0.68191
70 170.991 146000 0.00107534 0.317014 0.681911
70 172.168 147000 0.00106803 0.317007 0.681925
70 173.351 148000 0.00106081 0.317027 0.681912
70 174.534 149000 0.00105369 0.317034 0.681913
70 175.711 150000 0.00104667 0.317033 0.68192
70 176.89 151000 0.00103974 0.317033 0.681927
70 178.063 152000 0.00103289 0.31702 0.681947
70 179.235 153000 0.00102614 0.31702 0.681954
70 180.403 154000 0.00101948 0.317013 0.681968
70 181.567 155000 0.0010129 0.316994 0.681994
70 182.733 156000 0.00100641 0.316974 0.682019
70 183.911 157000 0.001 0.316975 0.682025
70 185.086 158000 0.000993671 0.316968 0.682038
70 186.269 159000 0.000987421 0.316981 0.682031
